rank,2023 RANK,Institution_name,location_QS,SIZE,FOCUS,RESEARCH,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,scores_overall_QS,Rank,scores_overall_THE,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location_THE,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,Country
107.0,82.0,University of Copenhagen,Denmark,XL,FC,VH,5.0,A,74.1,80.0,25.8,371.0,100.0,19.0,21.2,543.0,91.4,175.0,22.5,506.0,98.2,19.0,60.1,98.0,87.4,108.0,58.8,103.0,66.3,1030.0,49.2,139.0,51.1,134.0,91.3,102.0,89.5,171.0,80.1,255.0,Denmark,31728,4.3,14,0.888888889,Denmark
109.0,116.0,Aalto University,Finland,L,FO,VH,2.0,A,44.6,187.0,41.8,223.0,40.2,391.0,79.4,112.0,95.5,147.0,37.7,363.0,56.2,277.0,88.9,39.0,95.0,53.0,58.7,155.0,66.3,2030.0,42.0,262.0,43.1,208.0,79.7,326.0,87.2,184.0,81.8,224.0,Finland,14427,20.4,23,0.888888889,Finland
110.0,122.0,Newcastle University,United Kingdom,L,FC,VH,4.0,A,48.0,170.0,74.5,87.0,35.6,445.0,50.2,264.0,90.0,182.0,70.9,203.0,96.1,39.0,24.1,349.0,98.8,17.0,58.6,168.0,60.8,1720.0,37.2,387.0,41.1,234.0,93.8,61.0,72.1,385.0,91.3,112.0,United Kingdom,25650,14.8,26,0.888888889,United Kingdom
111.0,110.0,University of Alberta,Canada,XL,FC,VH,5.0,A,56.8,135.0,36.5,266.0,42.8,370.0,59.1,213.0,97.9,116.0,73.2,193.0,92.1,68.0,46.0,152.0,76.1,170.0,58.3,109.0,65.9,1100.0,50.1,132.0,55.5,109.0,80.9,301.0,99.9,29.0,90.7,121.0,Canada,33730,22.8,27,0.888888889,Canada
112.0,154.0,University of Waterloo,Canada,XL,CO,VH,4.0,A,40.7,208.0,66.7,117.0,6.8,701.0,82.9,100.0,76.8,241.0,77.9,172.0,55.4,281.0,55.9,112.0,97.1,36.0,58.1,158.0,61.7,1590.0,42.2,261.0,49.3,148.0,83.7,243.0,78.3,286.0,89.3,133.0,Canada,36904,24.2,23,0.888888889,Canada
113.0,79.0,Tohoku University,Japan,L,FC,VH,5.0,A,72.4,85.0,84.2,61.0,98.5,41.0,29.6,436.0,14.2,683.0,13.8,647.0,27.6,474.0,17.2,486.0,74.8,177.0,58.0,130.0,63.8,1310.0,67.8,48.0,66.4,61.0,53.8,924.0,99.9,37.0,58.5,613.0,Japan,17409,11.8,12,0.888888889,Japan
114.0,172.0,Western University,Canada,XL,FC,VH,5.0,A,32.1,273.0,47.4,186.0,3.7,701.0,98.3,30.0,99.7,86.0,54.6,268.0,56.4,274.0,93.3,30.0,99.6,8.0,57.4,155.0,66.3,2490.0,40.2,306.0,42.9,212.0,75.2,436.0,99.6,57.0,87.5,158.0,Canada,30176,33.0,24,0.888888889,Canada
115.0,106.0,University of Helsinki,Finland,L,CO,VH,5.0,A,65.1,105.0,32.3,304.0,63.4,223.0,49.8,265.0,71.5,268.0,5.4,701.0,96.0,40.0,65.7,86.0,82.7,133.0,57.2,121.0,65.1,1210.0,48.1,158.0,57.6,97.0,90.6,114.0,69.2,451.0,56.7,647.0,Finland,22887,15.9,5,0.888888889,Finland
116.0,134.0,University of Southern California,United States,XL,FC,VH,5.0,B,52.5,150.0,47.6,183.0,21.7,634.0,68.0,157.0,31.8,474.0,73.5,191.0,62.8,228.0,93.1,32.0,98.9,15.0,57.1,74.0,70.8,740.0,59.2,79.0,58.8,90.0,92.5,85.0,74.4,345.0,74.3,345.0,United States,44083,14.2,24,0.888888889,United States
117.0,101.0,University of Oslo,Norway,L,FC,VH,5.0,A,55.8,139.0,11.2,601.0,81.7,132.0,64.2,183.0,86.1,202.0,25.4,472.0,95.9,43.0,41.8,173.0,91.8,80.0,56.9,127.0,64.3,1270.0,45.6,197.0,50.6,139.0,92.1,91.0,72.3,379.0,75.6,319.0,Norway,20967,12.5,15,0.888888889,Norway
118.0,153.0,Stockholm University,Sweden,L,CO,VH,4.0,A,54.1,145.0,15.2,543.0,28.2,543.0,71.9,138.0,81.5,223.0,84.1,147.0,95.3,51.0,76.2,57.0,75.1,175.0,56.8,185.0,59.6,1850.0,32.1,587.0,49.6,143.0,91.0,108.0,59.2,659.0,81.2,236.0,Sweden,29774,20.3,13,0.888888889,Sweden
121.0,104.0,Technical University of Denmark,Denmark,M,FO,VH,5.0,A,32.5,270.0,16.3,525.0,99.8,27.0,83.4,99.0,100.0,53.0,82.0,153.0,71.6,189.0,28.9,275.0,54.9,277.0,56.2,126.0,64.6,1260.0,50.7,129.0,47.4,162.0,83.2,257.0,99.7,52.0,92.2,98.0,Denmark,10410,7.7,28,0.888888889,Denmark
122.0,146.0,Lancaster University,United Kingdom,L,FC,VH,4.0,A,39.7,215.0,40.2,236.0,25.2,581.0,79.3,115.0,93.6,157.0,90.6,116.0,75.3,171.0,20.7,400.0,98.0,24.0,55.7,155.0,61.8,1570.0,40.2,304.0,40.7,240.0,93.9,59.0,66.6,514.0,96.8,24.0,United Kingdom,15385,13.9,38,0.888888889,United Kingdom
123.0,139.0,Politecnico di Milano,Italy,XL,FO,VH,5.0,A,69.3,94.0,71.2,99.0,5.2,701.0,48.3,282.0,63.8,302.0,56.6,262.0,75.1,173.0,36.9,201.0,29.4,453.0,55.2,155.0,66.3,2310.0,42.9,243.0,49.7,141.0,71.9,510.0,95.3,115.0,65.3,479.0,Italy,38978,25.7,19,0.888888889,Italy
124.0,138.0,Eindhoven University of Technology,Netherlands,M,FO,VH,4.0,A,29.3,295.0,76.2,78.0,40.4,390.0,89.7,75.0,100.0,30.0,70.8,205.0,40.1,377.0,19.7,426.0,18.0,567.0,55.0,168.0,60.8,1690.0,47.4,169.0,51.5,129.0,71.3,528.0,100.0,7.0,87.3,161.0,Netherlands,10611,21.4,27,0.888888889,Netherlands
124.0,136.0,University of Basel,Switzerland,M,FC,VH,5.0,A,27.8,314.0,17.8,494.0,57.4,253.0,96.5,44.0,100.0,34.0,85.0,143.0,74.4,175.0,41.1,179.0,70.4,201.0,55.0,123.0,64.9,1230.0,50.8,127.0,42.9,210.0,87.7,157.0,99.4,62.0,95.4,42.0,Switzerland,8536,10.4,31,0.888888889,Switzerland
126.0,131.0,Leiden University,Netherlands,XL,FC,VH,5.0,A,69.1,95.0,26.8,362.0,20.2,659.0,62.7,190.0,85.5,204.0,50.2,292.0,93.7,61.0,26.9,303.0,46.0,331.0,54.8,77.0,70.2,770.0,46.0,190.0,62.7,75.0,93.0,75.0,98.1,87.0,87.8,153.0,Netherlands,35072,19.3,21,0.888888889,Netherlands
126.0,120.0,University of Bern,Switzerland,M,FO,VH,5.0,A,30.5,284.0,24.4,396.0,54.6,280.0,99.2,17.0,100.0,42.0,36.9,369.0,89.1,89.0,26.1,313.0,73.6,182.0,54.8,116.0,65.4,1160.0,45.1,203.0,47.0,167.0,93.3,69.0,99.2,67.0,87.0,166.0,Switzerland,12399,18.2,16,0.888888889,Switzerland
128.0,125.0,University of Geneva,Switzerland,L,FC,VH,5.0,A,45.1,184.0,14.1,579.0,42.0,374.0,75.4,127.0,100.0,45.0,96.3,81.0,87.3,99.0,31.0,246.0,63.1,232.0,54.2,183.0,59.8,1830.0,41.8,266.0,38.0,287.0,86.7,179.0,80.7,254.0,97.1,20.0,Switzerland,18865,8.4,40,0.888888889,Switzerland
129.0,125.0,Chalmers University of Technology,Sweden,M,FO,VH,5.0,B,26.6,326.0,51.5,158.0,51.1,306.0,80.9,107.0,100.0,49.0,67.4,220.0,52.2,299.0,28.7,278.0,82.9,132.0,54.0,189.0,59.4,1890.0,42.7,247.0,46.6,172.0,79.4,333.0,97.1,95.0,74.1,348.0,Sweden,10103,15.4,17,0.888888889,Sweden
130.0,195.0,Macquarie University,Australia,L,FC,VH,4.0,A,31.6,276.0,41.0,228.0,10.3,701.0,81.3,105.0,98.6,104.0,93.6,94.0,81.4,139.0,43.2,167.0,91.8,80.0,53.7,180.0,60.1,1800.0,36.7,405.0,44.2,198.0,87.4,165.0,90.9,159.0,88.6,142.0,Australia,30371,51.7,22,0.888888889,Australia
130.0,151.0,University of Vienna,Austria,XL,FC,VH,5.0,A,70.8,88.0,42.5,217.0,22.0,629.0,14.5,646.0,99.3,92.0,88.1,129.0,93.5,62.0,56.8,109.0,74.1,180.0,53.7,119.0,65.2,1200.0,48.7,149.0,60.3,84.0,77.4,385.0,75.9,320.0,94.9,50.0,Austria,31318,37.4,31,0.888888889,Austria
132.0,102.0,"University of California, Davis",United States,XL,FC,VH,5.0,A,63.9,107.0,44.7,199.0,30.4,518.0,40.7,338.0,70.3,276.0,49.3,301.0,77.8,159.0,19.0,439.0,98.9,16.0,53.2,59.0,74.1,590.0,63.7,61.0,67.8,57.0,87.2,170.0,91.5,147.0,78.7,271.0,United States,37926,13.3,18,0.888888889,United States
134.0,171.0,Sapienza University of Rome,Italy,XL,FC,VH,5.0,A,79.2,74.0,41.0,229.0,4.6,701.0,44.9,301.0,3.0,701.0,10.8,697.0,96.9,33.0,59.8,101.0,92.0,79.0,52.9,181.0,60.0,1810.0,53.5,108.0,48.1,157.0,77.9,371.0,85.4,202.0,46.5,917.0,Italy,60522,22.2,9,0.888888889,Italy
134.0,164.0,Texas A&M University,United States,XL,FC,VH,5.0,A,62.0,112.0,59.6,135.0,4.5,701.0,68.4,152.0,23.1,564.0,13.3,656.0,88.4,93.0,30.1,259.0,61.3,246.0,52.9,118.0,65.3,1180.0,55.2,98.0,62.1,77.0,77.3,388.0,76.4,313.0,64.1,501.0,United States,64427,20.5,6,0.888888889,United States
136.0,159.0,Michigan State University,United States,XL,FC,VH,5.0,A,59.9,120.0,49.4,174.0,11.3,701.0,58.0,221.0,58.6,320.0,12.8,665.0,95.6,45.0,45.5,153.0,71.2,199.0,52.7,116.0,65.4,1170.0,54.8,102.0,52.3,125.0,86.2,189.0,70.0,432.0,71.4,387.0,United States,44514,16.1,11,0.888888889,United States
137.0,94.0,University of Science and Technology of China,China (Mainland),L,CO,VH,4.0,A,52.5,149.0,17.5,500.0,91.2,80.0,98.5,26.0,16.8,639.0,5.2,701.0,32.2,444.0,24.8,335.0,21.6,528.0,52.6,57.0,74.8,570.0,74.3,34.0,66.3,62.0,88.2,152.0,95.6,112.0,45.4,951.0,China,20252,8.1,5,0.888888889,China (Mainland)
139.0,145.0,University of Groningen,Netherlands,XL,FC,VH,5.0,A,52.9,148.0,29.9,326.0,51.4,304.0,42.9,311.0,93.5,159.0,85.6,140.0,92.1,67.0,22.3,372.0,67.7,214.0,52.5,79.0,70.0,790.0,47.5,166.0,57.2,100.0,94.5,52.0,99.9,30.0,93.4,75.0,Netherlands,31942,28.8,29,0.888888889,Netherlands
140.0,190.0,RMIT University,Australia,XL,CO,VH,3.0,A,38.6,223.0,49.6,173.0,5.4,701.0,68.6,151.0,100.0,37.0,92.8,102.0,57.3,267.0,28.8,277.0,96.2,43.0,52.4,155.0,66.3,2840.0,35.5,449.0,36.2,323.0,83.2,254.0,73.2,366.0,92.8,88.0,Australia,32574,24.0,34,0.888888889,Australia
141.0,133.0,Nanjing University,China (Mainland),XL,FC,VH,5.0,A,59.6,123.0,25.4,378.0,31.3,504.0,96.9,42.0,55.1,334.0,7.3,701.0,26.4,488.0,23.7,356.0,39.0,367.0,52.1,73.0,70.9,730.0,64.0,59.0,61.7,78.0,85.3,203.0,96.8,97.0,61.8,544.0,China,36711,16.7,8,0.888888889,China (Mainland)
143.0,161.0,Aarhus University,Denmark,L,FC,VH,4.0,A,55.8,140.0,24.7,387.0,32.5,490.0,54.1,238.0,90.3,181.0,13.1,661.0,94.8,56.0,45.1,156.0,98.4,18.0,52.0,109.0,65.9,1090.0,44.9,206.0,59.0,89.0,86.3,186.0,98.7,75.0,76.3,306.0,Denmark,26996,13.5,9,0.888888889,Denmark
145.0,125.0,Queen Mary University of London,United Kingdom,L,FC,VH,5.0,A,48.8,168.0,32.8,300.0,38.7,409.0,50.7,260.0,99.7,85.0,99.4,43.0,72.8,184.0,16.8,506.0,69.9,207.0,51.9,135.0,63.1,1350.0,37.6,376.0,42.6,216.0,97.9,14.0,73.9,350.0,98.1,7.0,United Kingdom,22205,14.6,45,0.888888889,United Kingdom
145.0,100.0,Rice University,United States,M,FC,VH,5.0,B,38.7,222.0,22.9,415.0,65.9,205.0,82.5,101.0,91.0,176.0,94.8,89.0,9.8,671.0,30.0,262.0,42.6,345.0,51.9,119.0,65.2,1190.0,56.4,89.0,45.6,184.0,86.5,183.0,73.9,351.0,85.8,179.0,United States,7318,9.8,26,0.888888889,United States
148.0,179.0,University of Bath,United Kingdom,L,CO,VH,4.0,A,35.6,244.0,74.3,88.0,16.1,701.0,61.9,196.0,96.3,136.0,81.6,155.0,59.3,251.0,26.5,310.0,48.4,316.0,51.8,155.0,66.3,2510.0,34.7,471.0,35.1,345.0,80.5,310.0,65.3,541.0,95.0,48.0,United Kingdom,15280,15.8,31,0.888888889,United Kingdom
151.0,124.0,Wageningen University & Research,Netherlands,L,FO,VH,5.0,A,43.3,196.0,19.0,472.0,97.9,47.0,46.0,292.0,55.0,336.0,78.5,170.0,97.8,22.0,19.0,438.0,71.5,196.0,51.3,64.0,73.0,660.0,56.4,90.0,59.8,85.0,93.8,63.0,98.8,74.0,92.4,95.0,Netherlands,15899,18.1,28,0.888888889,Netherlands
154.0,166.0,Cardiff University,United Kingdom,L,FC,VH,5.0,A,46.5,176.0,48.3,181.0,33.7,474.0,39.6,347.0,84.0,217.0,70.6,206.0,81.6,138.0,18.9,442.0,97.9,25.0,50.5,190.0,59.3,1900.0,35.5,444.0,39.6,252.0,91.9,94.0,70.4,419.0,92.5,92.0,United Kingdom,28815,15.0,27,0.888888889,United Kingdom
159.0,143.0,Ghent University,Belgium,XL,FC,VH,5.0,A,53.4,146.0,25.2,379.0,78.9,141.0,25.1,486.0,79.6,231.0,21.2,528.0,99.8,8.0,52.0,124.0,91.3,84.0,50.2,115.0,65.6,1150.0,47.2,173.0,59.3,88.0,85.3,201.0,99.7,46.0,65.7,467.0,Belgium,41487,37.6,12,0.888888889,Belgium
162.0,185.0,University of Wollongong,Australia,L,FC,VH,3.0,A,29.7,290.0,25.1,382.0,16.3,701.0,93.8,60.0,95.6,146.0,56.0,265.0,72.7,186.0,17.1,492.0,92.3,75.0,50.1,155.0,66.3,2500.0,36.8,398.0,39.3,258.0,84.0,239.0,91.4,153.0,91.7,104.0,Australia,16328,26.1,22,0.888888889,Australia
164.0,157.0,Hanyang University,South Korea,L,FC,VH,4.0,B,49.0,167.0,81.3,70.0,83.5,117.0,23.3,510.0,16.9,632.0,54.3,269.0,15.6,587.0,24.8,336.0,77.7,163.0,49.7,155.0,66.3,3170.0,45.4,199.0,40.4,245.0,62.0,735.0,99.4,65.0,66.5,456.0,South Korea,19344,13.2,21,0.888888889,South Korea
164.0,135.0,Kyushu University,Japan,L,FC,VH,5.0,A,57.4,132.0,70.0,104.0,85.7,103.0,23.9,503.0,14.7,671.0,25.6,467.0,32.8,436.0,15.4,547.0,77.7,163.0,49.7,155.0,66.3,3220.0,55.0,100.0,47.5,161.0,51.2,989.0,98.4,82.0,48.8,835.0,Japan,18220,7.7,13,0.888888889,Japan
167.0,162.0,University of York,United Kingdom,L,FC,VH,4.0,A,43.5,194.0,35.3,275.0,45.0,351.0,40.3,342.0,88.3,192.0,78.2,171.0,79.2,150.0,19.8,421.0,97.8,26.0,49.4,147.0,62.4,1470.0,42.4,257.0,44.8,191.0,90.8,112.0,66.9,507.0,93.1,83.0,United Kingdom,19505,16.1,31,0.888888889,United Kingdom
168.0,188.0,University of Florida,United States,XL,FC,VH,5.0,A,48.0,171.0,58.7,137.0,71.3,180.0,26.6,467.0,18.8,604.0,10.8,699.0,97.7,24.0,39.0,184.0,95.7,48.0,49.1,132.0,63.7,1320.0,55.5,93.0,56.7,103.0,78.3,357.0,88.9,174.0,50.9,774.0,United States,48114,16.7,9,0.888888889,United States
169.0,164.0,"University of Maryland, College Park",United States,XL,FC,VH,5.0,A,49.2,165.0,26.1,369.0,35.1,451.0,68.4,154.0,31.6,477.0,14.0,639.0,85.5,113.0,41.6,176.0,81.7,137.0,48.9,114.0,65.7,1140.0,49.4,138.0,58.1,93.0,92.8,79.0,70.2,430.0,48.6,846.0,United States,33988,17.0,9,0.888888889,United States
169.0,229.0,University of Reading,United Kingdom,L,CO,VH,5.0,A,33.2,263.0,39.3,241.0,16.1,701.0,67.4,161.0,88.4,189.0,81.0,158.0,77.8,158.0,32.3,237.0,72.5,189.0,48.9,155.0,66.3,2350.0,37.5,379.0,40.6,242.0,84.1,233.0,70.8,412.0,95.5,41.0,United Kingdom,15945,16.6,31,0.888888889,United Kingdom
171.0,226.0,Complutense University of Madrid,Spain,XL,FC,VH,4.0,A,68.2,96.0,69.3,105.0,25.8,573.0,7.0,701.0,9.0,701.0,25.6,469.0,83.4,127.0,57.9,106.0,96.3,41.0,48.8,155.0,66.3,5250.0,40.3,299.0,29.4,485.0,58.8,803.0,52.1,768.0,46.7,901.0,Spain,59814,11.8,10,0.888888889,Spain
171.0,181.0,University College Dublin,Ireland,L,FC,VH,5.0,A,49.8,162.0,41.3,226.0,20.7,652.0,38.9,354.0,98.8,101.0,60.8,245.0,50.5,309.0,69.0,75.0,70.1,204.0,48.8,155.0,66.3,2460.0,34.3,484.0,41.3,232.0,84.0,238.0,75.1,337.0,88.1,150.0,Ireland,23405,20.7,25,0.888888889,Ireland
173.0,208.0,Qatar University,Qatar,M,FC,VH,3.0,A,27.1,320.0,43.9,206.0,64.8,213.0,38.8,356.0,100.0,20.0,96.8,74.0,59.8,244.0,95.8,24.0,35.5,397.0,48.7,155.0,66.3,2810.0,31.3,625.0,35.6,332.0,83.4,250.0,61.8,618.0,96.0,31.0,Qatar,10081,8.4,36,0.888888889,Qatar
173.0,237.0,University of Cape Town,South Africa,L,FC,VH,5.0,A,44.4,190.0,51.0,164.0,12.6,701.0,45.7,295.0,59.9,317.0,21.2,527.0,95.4,49.0,88.9,38.0,75.1,175.0,48.7,167.0,60.9,1670.0,38.7,344.0,47.0,168.0,88.3,149.0,78.2,287.0,82.9,210.0,South Africa,21961,13.6,13,0.888888889,South Africa
176.0,112.0,Nagoya University,Japan,L,FC,VH,4.0,A,61.5,114.0,65.1,123.0,87.5,96.0,33.0,412.0,15.4,661.0,19.1,558.0,17.6,565.0,16.6,509.0,24.1,502.0,48.5,155.0,66.3,2270.0,55.3,97.0,55.7,107.0,54.3,907.0,99.5,60.0,41.9,1057.0,Japan,15224,13.0,12,0.888888889,Japan
176.0,190.0,University of Liverpool,United Kingdom,L,FC,VH,5.0,A,44.4,191.0,35.0,277.0,39.7,401.0,37.9,371.0,87.8,194.0,79.0,168.0,97.2,29.0,25.6,324.0,72.0,193.0,48.5,168.0,60.8,1710.0,38.4,350.0,40.2,247.0,93.4,67.0,64.9,550.0,96.4,27.0,United Kingdom,25955,14.2,32,0.888888889,United Kingdom
182.0,242.0,University of Calgary,Canada,XL,FC,VH,4.0,A,37.7,229.0,61.2,129.0,19.9,668.0,41.5,330.0,82.8,222.0,62.0,241.0,62.3,232.0,38.6,188.0,91.5,82.0,47.9,155.0,66.3,2070.0,36.5,409.0,41.4,229.0,81.7,288.0,88.8,175.0,85.2,186.0,Canada,34012,18.8,24,0.888888889,Canada
183.0,193.0,Curtin University,Australia,L,CO,VH,3.0,A,32.4,271.0,31.8,309.0,14.3,701.0,86.2,88.0,100.0,43.0,26.4,459.0,84.9,119.0,25.7,320.0,50.6,305.0,47.8,155.0,66.3,2090.0,30.2,677.0,36.5,315.0,87.5,162.0,78.8,279.0,94.7,53.0,Australia,29283,20.8,29,0.888888889,Australia
184.0,111.0,École Normale Supérieure de Lyon,France,S,CO,VH,5.0,A,30.5,285.0,14.4,570.0,95.7,59.0,98.4,27.0,70.8,272.0,14.6,628.0,34.3,425.0,10.0,701.0,5.9,701.0,47.6,155.0,66.3,2590.0,58.5,84.0,46.8,170.0,53.9,917.0,78.5,282.0,68.0,431.0,France,2024,7.9,11,0.888888889,France
187.0,185.0,University of Gothenburg,Sweden,L,FC,VH,4.0,A,36.2,239.0,16.9,511.0,56.3,261.0,39.4,349.0,90.6,179.0,80.8,160.0,86.4,104.0,46.3,151.0,97.6,30.0,47.3,155.0,66.3,2130.0,34.0,491.0,43.4,205.0,90.2,123.0,75.4,328.0,65.7,469.0,Sweden,21698,11.9,13,0.888888889,Sweden
189.0,152.0,McMaster University,Canada,L,FC,VH,5.0,A,40.5,210.0,38.2,255.0,75.1,166.0,29.0,444.0,99.3,93.0,59.5,250.0,40.2,376.0,37.2,197.0,70.1,204.0,46.8,103.0,66.3,1040.0,43.8,225.0,51.3,133.0,93.0,76.0,100.0,17.0,87.3,162.0,Canada,28254,30.9,22,0.888888889,Canada
194.0,194.0,Wuhan University,China (Mainland),XL,FC,VH,4.0,A,40.9,204.0,44.0,205.0,12.8,701.0,87.4,82.0,40.7,405.0,5.0,701.0,48.4,324.0,35.0,218.0,44.4,336.0,46.6,164.0,61.3,1650.0,50.9,126.0,45.0,189.0,88.5,146.0,90.6,160.0,41.0,1082.0,China,56066,15.0,5,0.888888889,China (Mainland)
196.0,141.0,Hokkaido University,Japan,L,FC,VH,5.0,A,57.3,134.0,66.0,119.0,75.8,162.0,27.8,451.0,17.5,621.0,14.4,633.0,38.1,392.0,12.9,665.0,30.7,438.0,46.2,155.0,66.3,3710.0,51.2,123.0,44.0,201.0,47.4,1071.0,95.1,117.0,47.5,876.0,Japan,17659,8.2,10,0.888888889,Japan
199.0,155.0,Emory University,United States,L,FC,VH,5.0,B,25.6,342.0,16.4,522.0,97.7,50.0,69.7,149.0,37.3,431.0,31.1,409.0,57.0,268.0,23.6,357.0,85.7,115.0,45.9,106.0,66.1,1060.0,53.1,109.0,45.7,183.0,95.5,43.0,81.6,241.0,69.3,414.0,United States,13127,4.0,19,0.888888889,United States
199.0,205.0,Waseda University,Japan,XL,CO,VH,5.0,B,60.2,118.0,97.3,24.0,23.7,602.0,4.3,701.0,27.6,503.0,28.6,436.0,17.5,569.0,65.6,87.0,56.5,268.0,45.9,155.0,66.3,9920.0,33.7,512.0,26.2,565.0,43.1,1165.0,56.7,706.0,54.8,680.0,Japan,46013,14.3,13,0.888888889,Japan
203.0,237.0,King Saud University,Saudi Arabia,XL,FC,VH,4.0,A,36.9,236.0,21.3,435.0,64.2,218.0,32.2,419.0,99.7,83.0,21.3,525.0,88.6,92.0,71.7,67.0,75.8,171.0,45.2,155.0,66.3,4490.0,31.4,621.0,19.9,818.0,84.5,222.0,48.7,829.0,77.2,293.0,Saudi Arabia,50906,11.9,6,0.888888889,Saudi Arabia
203.0,237.0,University of Ottawa,Canada,XL,FC,VH,5.0,A,26.5,329.0,29.7,328.0,3.8,701.0,79.1,116.0,85.9,203.0,75.9,182.0,85.8,111.0,24.3,344.0,54.6,279.0,45.2,177.0,60.2,1790.0,39.6,320.0,46.5,174.0,84.4,226.0,80.2,261.0,86.9,169.0,Canada,38366,27.2,26,0.888888889,Canada
206.0,217.0,University of Otago,New Zealand,L,FC,VH,5.0,A,46.3,178.0,27.1,359.0,11.0,701.0,51.0,256.0,100.0,44.0,29.2,428.0,38.1,391.0,44.7,159.0,98.1,22.0,45.0,155.0,66.3,3290.0,35.6,442.0,35.1,347.0,75.8,424.0,68.8,459.0,81.8,226.0,New Zealand,19350,20.6,16,0.888888889,New Zealand
207.0,214.0,Vrije Universiteit Amsterdam,Netherlands,XL,FC,VH,5.0,A,39.6,217.0,15.7,531.0,23.6,607.0,68.1,156.0,68.5,284.0,40.2,340.0,70.1,195.0,20.2,414.0,89.1,95.0,44.9,125.0,64.7,1250.0,40.4,297.0,51.0,137.0,93.4,68.0,91.5,151.0,84.3,197.0,Netherlands,31704,19.2,18,0.888888889,Netherlands
208.0,220.0,University of Aberdeen,United Kingdom,L,FC,VH,5.0,A,29.6,292.0,32.5,302.0,29.6,525.0,42.1,322.0,95.8,144.0,96.7,77.0,73.3,180.0,20.5,408.0,98.1,21.0,44.6,155.0,66.3,2040.0,36.4,414.0,35.8,328.0,81.8,286.0,78.9,277.0,97.5,12.0,United Kingdom,12755,15.3,40,0.888888889,United Kingdom
210.0,212.0,University of Twente,Netherlands,M,FO,VH,4.0,A,20.6,422.0,38.3,254.0,39.4,404.0,65.3,171.0,99.3,94.0,91.1,112.0,67.6,208.0,12.6,687.0,33.2,416.0,44.4,184.0,59.7,1840.0,43.4,236.0,46.0,179.0,75.1,438.0,99.6,55.0,93.3,79.0,Netherlands,9964,13.9,38,0.888888889,Netherlands
211.0,224.0,Chulalongkorn University,Thailand,XL,FC,VH,5.0,A,66.6,101.0,50.1,170.0,31.5,498.0,7.0,701.0,15.0,668.0,2.9,701.0,49.4,318.0,87.2,44.0,85.9,113.0,44.3,155.0,66.3,6340.0,36.7,402.0,32.2,414.0,50.2,1017.0,76.6,307.0,44.1,985.0,Thailand,34552,12.7,3,0.888888889,Thailand
212.0,256.0,Loughborough University,United Kingdom,L,CO,VH,4.0,A,30.5,283.0,66.8,116.0,23.6,604.0,34.6,392.0,87.3,198.0,63.5,237.0,77.1,162.0,18.8,446.0,63.4,231.0,44.2,155.0,66.3,2740.0,36.5,412.0,34.4,368.0,77.4,383.0,70.2,429.0,91.5,108.0,United Kingdom,16110,13.9,25,0.888888889,United Kingdom
214.0,197.0,Keio University,Japan,XL,FC,VH,5.0,B,51.4,156.0,93.5,42.0,58.0,246.0,6.0,701.0,9.6,701.0,9.2,701.0,9.2,689.0,79.8,50.0,39.3,366.0,44.0,155.0,66.3,6900.0,36.9,391.0,27.0,541.0,49.2,1034.0,73.3,360.0,38.4,1172.0,Japan,33577,10.2,8,0.888888889,Japan
215.0,260.0,Tel Aviv University,Israel,L,FC,VH,4.0,A,33.2,264.0,23.6,407.0,3.8,701.0,99.9,11.0,40.4,410.0,4.6,701.0,39.5,382.0,72.9,62.0,38.4,373.0,43.9,155.0,66.3,2430.0,40.7,288.0,49.7,142.0,83.0,261.0,76.2,314.0,52.9,719.0,Israel,24995,24.2,5,0.888888889,Israel
216.0,212.0,Tongji University,China (Mainland),XL,FC,VH,5.0,A,34.4,251.0,13.1,601.0,28.8,534.0,91.8,70.0,56.7,327.0,32.6,396.0,21.3,534.0,18.0,464.0,65.4,225.0,43.5,185.0,59.6,1860.0,50.0,136.0,53.6,120.0,69.5,569.0,85.4,204.0,67.7,437.0,China,31632,11.3,15,0.888888889,China (Mainland)
217.0,202.0,National Yang Ming Chiao Tung University,Taiwan,L,FC,VH,1.0,A,33.3,262.0,67.9,110.0,53.9,286.0,52.1,247.0,19.0,601.0,18.5,566.0,4.4,701.0,44.6,160.0,54.3,283.0,43.3,155.0,66.3,4610.0,44.0,219.0,44.3,197.0,52.9,944.0,99.9,34.0,41.4,1069.0,Taiwan,16944,14.6,9,0.888888889,Taiwan
218.0,240.0,University of Sussex,United Kingdom,L,FC,VH,4.0,A,22.9,380.0,8.9,601.0,14.6,701.0,70.9,142.0,96.1,137.0,93.0,100.0,62.9,226.0,30.6,251.0,97.2,35.0,43.1,155.0,66.3,2410.0,29.7,712.0,35.6,333.0,92.7,83.0,66.1,526.0,95.4,43.0,United Kingdom,17640,17.3,34,0.888888889,United Kingdom
